ROW,Date,CO
1937,2020-11-04,1036.00
1938,2020-11-05,731.00
1939,2020-11-07,1561.00
1940,2020-11-08,574.00
1941,2020-11-09,685.00
1942,2020-11-10,1320.00
1943,2020-11-11,2316.00
1944,2020-11-12,3312.00
1945,2020-11-14,3337.00
1946,2020-11-15,84.00
1947,2020-11-16,1506.00
1948,2020-11-17,5939.00
1949,2020-11-18,480.00
1950,2020-11-19,1608.00
1951,2020-11-21,618.00
1952,2020-11-22,1010.00
1953,2020-11-23,280.00
1954,2020-11-24,754.00
1955,2020-11-25,4230.00
1956,2020-11-26,2649.00
1957,2020-11-28,5409.00
1958,2020-11-29,740.00
1959,2020-11-30,842.00
1960,2020-12-01,5152.00
1961,2020-12-02,170.00
1962,2020-12-03,9455.00
1963,2020-12-05,6.00
1964,2020-12-06,2357.00
1965,2020-12-07,2104.00
1966,2020-12-08,2635.00
1967,2020-12-09,1246.00
1968,2020-12-10,5360.00
1969,2020-12-12,98.00
1970,2020-12-13,3053.00
1971,2020-12-14,3965.00
1972,2020-12-15,1036.00
1973,2020-12-16,4701.00
1974,2020-12-17,3148.00
1975,2020-12-19,2807.00
1976,2020-12-20,1176.00
1977,2020-12-21,3139.00
1978,2020-12-22,2181.00
1979,2020-12-23,422.00
1980,2020-12-24,3332.00
1981,2020-12-26,2696.00
1982,2020-12-27,843.00
1983,2020-12-28,3188.00
1984,2020-12-29,300.00
1985,2020-12-30,1534.00
1986,2020-12-31,1167.00
1987,2021-01-02,967.00
1988,2021-01-03,1076.00
1989,2021-01-04,2211.00
1990,2021-01-05,2768.00
1991,2021-01-06,5386.00
1992,2021-01-07,2148.00
1993,2021-01-09,3224.00
1994,2021-01-10,875.00
1995,2021-01-11,1851.00
1996,2021-01-12,1999.00
1997,2021-01-13,848.00
1998,2021-01-14,3387.00
1999,2021-01-16,677.00
2000,2021-01-17,1.00
2001,2021-01-18,36.00
2002,2021-01-19,4330.00
2003,2021-01-20,903.00
2004,2021-01-21,1364.00
2005,2021-01-23,3714.00
2006,2021-01-24,2308.00
2007,2021-01-25,65.00
2008,2021-01-26,1061.00
2009,2021-01-27,1403.00
2010,2021-01-28,916.00
2011,2021-01-30,3359.00
2012,2021-01-31,3494.00
2013,2021-02-01,495.00
2014,2021-02-02,2496.00
2015,2021-02-03,2068.00
2016,2021-02-04,3036.00
2017,2021-02-06,424.00
2018,2021-02-07,3460.00
2019,2021-02-08,5198.00
2020,2021-02-09,634667.00
2021,2021-02-11,4144.00
2022,2021-02-13,2086.00
2023,2021-02-14,4151.00
2024,2021-02-15,3855.00
2025,2021-02-16,8329.00
2026,2021-02-17,5677.00
2027,2021-02-18,7390.00
2028,2021-02-20,4594.00
2029,2021-02-21,1003.00
2030,2021-02-22,2219.00
2031,2021-02-23,643.00
2032,2021-02-24,9966.00
2033,2021-02-27,1540.00
2034,2021-02-28,9347.00
2035,2021-03-01,774.00
2036,2021-03-02,4569.00
2037,2021-03-03,1150.00
2038,2021-03-04,5045.00
2039,2021-03-06,5773.00
2040,2021-03-07,1124.00
2041,2021-03-08,2919.00
2042,2021-03-09,4236.00
2043,2021-03-10,6256.00
2044,2021-03-13,5128.00
2045,2021-03-14,7836.00
2046,2021-03-15,6750.00
2047,2021-03-16,5315.00
2048,2021-03-17,11112.00
